受信日：8/1-9/17,,,,,,,,,,,,
No,受付年度,受付課,受付番号,状態,受信日,情報名,登録地点,路線名,対応種別,完了年月日,緯度,経度
164,2025,葵南道路整備課,1520,完了,2025年8月6日,【道路施設損傷事故】ガードレール損傷,静岡市葵区門屋,井川湖御幸線,事故,2025年8月8日,35.04098815,138.3760953
165,2025,駿河道路整備課,1506,完了,2025年8月6日,カーブミラーにぶつかった,静岡市駿河区大谷３丁目５,大谷土地区画２９号線,,2025年8月6日,34.95218142,138.4356172
166,2025,葵南道路整備課,1518,対応中,2025年8月6日,【道路施設損傷事故】ポール損傷,静岡市葵区紺屋町７－１５,呉服町通線,事故,,34.9732631,138.3858768
167,2025,駿河道路整備課,1505,完了,2025年8月6日,ポストコーン破損,静岡市駿河区丸子新田,丸子池田線,,2025年8月6日,34.94693611,138.3691896
168,2025,清水道路整備課,1422,完了,2025年8月6日,落下物　ゴム,静岡市清水区折戸４丁目５,,,2025年8月12日,34.99329786,138.5131458
169,2025,葵南道路整備課,1524,完了,2025年8月6日,落下物回収（電動のこぎり）,静岡市葵区福田ケ谷,山脇大谷線,その他,2025年8月6日,35.02866602,138.3805957
170,2025,葵南道路整備課,1610,依頼済,2025年8月6日,【道路施設損傷事故】ガードレール破損,静岡市葵区下,山脇大谷線,,,35.03517104,138.3776024
171,2025,清水道路整備課,1421,対応中,2025年8月6日,越境樹木で赤道が通りにくくなっている,静岡市清水区高橋５丁目1,赤道,,2025年8月15日,35.02591647,138.4701381
172,2025,駿河道路整備課,1503,完了,2025年8月6日,側溝から草が伸びている,静岡市駿河区中島,中島土地区画１４号線,除草,2025年8月20日,34.93696539,138.3943082
173,2025,駿河道路整備課,1504,完了,2025年8月6日,鳩の死骸,静岡市駿河区小鹿,山脇大谷線,動物死骸,2025年8月6日,34.97666044,138.4245911
174,2025,清水道路整備課,1420,完了,2025年8月6日,落下物　ゴム,静岡市清水区築地町１１-1,国道149号,,2025年8月7日,35.00602076,138.4945903
175,2025,葵南道路整備課,1517,完了,2025年8月6日,落下物回収（工具箱）,静岡市葵区下１２４６－５,井川湖御幸線,その他,2025年8月6日,35.03561687,138.3798981
176,2025,葵南道路整備課,1516,完了,2025年8月6日,倒木の可能性あり,静岡市葵区七間町,七間町通線,,2025年8月20日,34.97425727,138.3813088
177,2025,葵南道路整備課,1533,完了,2025年8月6日,植物によるL型エプロンの破損,静岡市葵区田町四丁目,田町四・五丁目線,構造物,2025年8月29日,34.96933065,138.366358
178,2025,清水道路整備課,1419,完了,2025年8月6日,落下物　50㎝ほどの黒い板,静岡市清水区駒越北町１,国道150号,,2025年8月6日,34.98647179,138.4999551
179,2025,葵南道路整備課,1515,完了,2025年8月6日,カラスのフンの清掃,静岡市葵区屋形町,屋形町本通二丁目線,その他,2025年8月20日,34.97480017,138.3770209
180,2025,駿河道路整備課,1502,完了,2025年8月6日,下水の升が下がっている。,静岡市駿河区西島,中島高松線,,2025年9月1日,34.9479857,138.4015663
181,2025,清水道路整備課,1418,依頼済,2025年8月6日,階段手摺の設置,静岡市清水区入江岡町１,静岡草薙清水線,,,35.01329902,138.4782954
182,2025,清水道路整備課,1417,完了,2025年8月6日,【緊急ダイヤル】スズメの死骸,静岡市清水区辻５丁目３,辻五丁目２号線,,2025年8月6日,35.02995471,138.4831159
183,2025,葵南道路整備課,1514,対応中,2025年8月6日,陥没の疑いについて,静岡市葵区下,下１２号線,,,35.03365228,138.3810494
184,2025,清水道路整備課,1416,完了,2025年8月6日,【参考資料】水道事務所舗装復旧相談,静岡市清水区七ツ新屋,七ツ新屋４号線,,2025年8月6日,35.01264133,138.4507736
185,2025,葵南道路整備課,1513,完了,2025年8月6日,ガードレール付近の草刈り,静岡市葵区あさはた一丁目２,山脇大谷線,除草,2025年8月26日,35.0342909,138.3932379
186,2025,清水道路整備課,1415,対応中,2025年8月6日,歩車道ブロックと撤去してほしい,静岡市清水区村松１丁目１-72,清開妙音寺線,,,34.99851206,138.4892734
187,2025,葵南道路整備課,1535,完了,2025年8月7日,道路(舗装の穴など)→陥没疑い,静岡県静岡市葵区御幸町１０－１,国道１号,陥没,2025年8月8日,34.973075,138.38751
188,2025,清水道路整備課,1438,完了,2025年8月7日,草刈りした草の撤去,静岡市清水区袖師町,清水駅東口駅前広場線,その他,2025年8月18日,35.0236845,138.4894348
189,2025,葵南道路整備課,1534,完了,2025年8月7日,カーブミラーに看板が写り込んでいる,静岡市葵区千代田七丁目5-26　地先,沓谷千代田２号線,その他,2025年8月18日,35.00184432,138.4052832
190,2025,清水道路整備課,1437,対応中,2025年8月7日,山原川に架かる橋が錆びている,静岡市清水区弥生町８,下野緑町４号線,,,35.03105784,138.4659649
191,2025,清水道路整備課,1436,完了,2025年8月7日,除草,静岡市清水区草薙杉道１丁目１１,草薙杉道一丁目御門台線,,2025年8月12日,35.0048892,138.4545294
192,2025,駿河道路整備課,1519,完了,2025年8月7日,歩道の除草依頼,静岡市駿河区宮川,大谷改良区７号線,除草,2025年9月3日,34.95889619,138.4255487
193,2025,清水道路整備課,1435,完了,2025年8月7日,カーブミラーが割れている（当て逃げ）,静岡市清水区蜂ヶ谷,蜂ケ谷石川本町線,カーブミラー,2025年8月18日,35.04074417,138.4558081
194,2025,清水道路整備課,1434,完了,2025年8月7日,As穴,静岡市清水区駒越北町８,駒越北町１５号線,,2025年8月8日,34.98530595,138.5017302
195,2025,駿河道路整備課,1507,完了,2025年8月7日,車止めの復旧。,静岡市駿河区丸子２丁目２,向手越自転車歩行者専用道線,,2025年8月8日,34.94421828,138.3582431
196,2025,葵北道路整備課,98,完了,2025年8月7日,舗装修繕,静岡市葵区長熊,長熊線,舗装,2025年8月26日,35.13472289,138.3237028
197,2025,駿河道路整備課,1518,完了,2025年8月7日,ポストコーンが折れている,静岡市駿河区八幡３丁目１３,高松日出線,,2025年8月8日,34.97056255,138.3976345
198,2025,葵南道路整備課,1532,対応中,2025年8月7日,L型側溝の陥没,静岡市葵区本通七丁目,本通七丁目６号線,,,34.9697198,138.3733541
199,2025,駿河道路整備課,1516,完了,2025年8月7日,反射材が取れている,静岡市駿河区森下町２,南安倍町曲金一丁目線,,2025年8月8日,34.97159708,138.3925939
200,2025,駿河道路整備課,1517,完了,2025年8月7日,竹の枝が張り出している。,静岡市駿河区池田,池田日本平線,,2025年8月8日,34.98124595,138.4373643
201,2025,駿河道路整備課,1515,完了,2025年8月7日,As穴,静岡市駿河区南町１９,南安倍町曲金一丁目線,,2025年8月8日,34.97064923,138.3910751
202,2025,清水道路整備課,1433,依頼済,2025年8月7日,L型側溝破損、集水桝からゴキブリ,静岡市清水区築地町１,港町二丁目築地町２号線,,,35.00615262,138.4925467
203,2025,葵南道路整備課,1531,依頼済,2025年8月7日,倒れたラバーポールの回収依頼,静岡市葵区神明町,呉服町通線,,,34.98117121,138.3702772
204,2025,清水道路整備課,1432,未対応,2025年8月7日,舗装がでこぼこ,静岡市清水区梅ヶ谷17-2,蜂ケ谷梅ケ谷３号線,,,35.03848004,138.4540513
205,2025,葵南道路整備課,1530,依頼済,2025年8月7日,ラバーポール破損,静岡市葵区鷹匠一丁目１,鷹匠町音羽町３号線,,,34.97587193,138.3864317
206,2025,駿河道路整備課,1514,完了,2025年8月7日,側溝内に油が溜まっている,静岡市駿河区西島２０７－６,中島高松線,,2025年8月18日,34.94914797,138.4037686
207,2025,葵南道路整備課,1529,完了,2025年8月7日,【道路施設損傷事故】縁石擦過痕,静岡市葵区東瀬名町６－９,平山草薙停車場線,事故,2025年8月18日,35.01101273,138.425159
208,2025,葵南道路整備課,1527,対応中,2025年8月7日,東静岡駅火災報知器発報,静岡市葵区長沼,東静岡駅歩行者専用道線,その他,,34.98461021,138.4137214
209,2025,葵南道路整備課,1528,依頼済,2025年8月7日,インターロッキング陥没疑い,静岡市葵区八千代町34-1,土太夫町西草深町線,,,34.97936839,138.3750934
210,2025,駿河道路整備課,1513,完了,2025年8月7日,舗装の沈下,静岡市駿河区片山,大谷改良区３号線,修繕,2025年8月21日,34.96432237,138.4248896
211,2025,清水道路整備課,1431,依頼済,2025年8月7日,歩道下の空洞確認,静岡市清水区緑が丘町２２,村松妙音寺１号線,,,34.99281453,138.4843936
212,2025,葵南道路整備課,1526,対応中,2025年8月7日,道路(舗装の穴など)→陥没,静岡県静岡市葵区呉服町二丁目９－３,本通一丁目紺屋町線,陥没,,34.973478,138.383873
213,2025,清水道路整備課,1430,依頼済,2025年8月7日,R6要望書【№211】側溝清掃と側溝蓋設置,静岡市清水区駒越北町４,駒越海岸２６号線,,,34.98488883,138.5025885
214,2025,葵南道路整備課,1525,完了,2025年8月7日,防護柵などその他→除草,静岡県静岡市葵区古庄三丁目５－１１,古庄沓谷線,除草,2025年8月25日,34.995116,138.418262
215,2025,駿河道路整備課,1512,完了,2025年8月7日,側溝(破損・蓋のガタツキなど),静岡県静岡市駿河区広野三丁目２６－５,用宗広野３号線,,2025年8月15日,34.92925951,138.3678014
216,2025,道路保全課,27,完了,2025年8月7日,動物死骸,静岡市清水区江尻東３丁目３‐19,入江一丁目江尻東三丁目線,動物死骸,2025年8月18日,35.0209347,138.4857723
217,2025,清水道路整備課,1449,完了,2025年8月8日,側溝(破損・蓋のガタツキなど),静岡県静岡市清水区八坂南町３－２１,新幹線側道高橋１号線,,2025年8月13日,35.02904775,138.4762878
218,2025,駿河道路整備課,1535,完了,2025年8月8日,落下物（合板）,静岡市駿河区泉町６,宝台院下島線,その他,2025年8月8日,34.96826042,138.3872093
219,2025,清水道路整備課,1443,完了,2025年8月8日,側溝から悪臭がする,静岡市清水区七ツ新屋１丁目１4,一里山草薙二丁目１号線,その他,2025年8月8日,35.00712358,138.4503582
220,2025,駿河道路整備課,1534,完了,2025年8月8日,路肩にカーブミラーを置いてある,静岡市駿河区中田本町４６,中田西脇１号線,,2025年9月2日,34.95327606,138.3950243
221,2025,駿河道路整備課,1678,完了,2025年8月8日,速度制限,静岡市駿河区八幡３丁目１７,高松日出線,区画線,2025年9月17日,34.9693078,138.3989896
222,2025,駿河道路整備課,1677,完了,2025年8月8日,カーブミラーが見えにくい,静岡市駿河区八幡３丁目２０,高松日出線,カーブミラー,2025年9月2日,34.97009238,138.3981236
223,2025,葵南道路整備課,1542,完了,2025年8月8日,アス穴,静岡市葵区唐瀬一丁目１１,南岳美１号線,As穴,2025年8月8日,35.01055092,138.386055
224,2025,駿河道路整備課,1533,完了,2025年8月8日,防護柵などその他,静岡県静岡市駿河区有東三丁目４－４４,高松日出線,,2025年8月12日,34.962904,138.412407
225,2025,駿河道路整備課,1531,完了,2025年8月8日,雨水排水について,静岡市駿河区東新田３丁目１５,丸子新田広野三丁目線,,2025年8月8日,34.94637272,138.369564
226,2025,清水道路整備課,1474,依頼済,2025年8月8日,キッズゾーンの設置,静岡市清水区横砂本町２０-8,横砂本町１０号線,,,35.04395467,138.4990629
227,2025,駿河道路整備課,1530,完了,2025年8月8日,隠れている水路について,静岡市駿河区馬渕３丁目１８,宮本町見瀬２号線,,2025年8月8日,34.96238249,138.3867248
228,2025,葵南道路整備課,1541,完了,2025年8月8日,側溝蓋開けてほしい,静岡市葵区北二丁目１４ー３０,北大橋団地１２号線,側溝,2025年9月2日,35.03671889,138.395712
229,2025,清水道路整備課,1442,対応中,2025年8月8日,道路際のコンクリート構造物を取り壊したい,静岡市清水区蒲原5369-12付近,中道線,,,35.12091392,138.622201
230,2025,駿河道路整備課,1528,完了,2025年8月8日,道路の拡幅計画について,静岡市駿河区青木,（市）用宗停車場丸子線,,2025年8月8日,34.93591054,138.3610079
231,2025,駿河道路整備課,1527,完了,2025年8月8日,官地の除草,静岡市駿河区曲金４丁目14-25付近,丸子池田線,除草,2025年8月26日,34.97430431,138.4127465
232,2025,駿河道路整備課,1529,完了,2025年8月8日,除草,静岡市駿河区大谷,静岡大学２号線,除草,2025年9月3日,34.9623642,138.4289884
233,2025,清水道路整備課,1441,完了,2025年8月8日,側溝(破損・蓋のガタツキなど),静岡県静岡市清水区袖師町９３１,袖師新幹線側道１号線,,2025年8月15日,35.0397097,138.4917939
234,2025,葵南道路整備課,1540,依頼済,2025年8月8日,L型側溝の補修,静岡市葵区瀬名中央二丁目７,瀬名住宅団地１５号線,,,35.00879789,138.4178672
235,2025,清水道路整備課,1440,完了,2025年8月8日,除草,静岡市清水区北脇430-3,日の出町押切線,,2025年8月8日,35.01971658,138.4629509
236,2025,駿河道路整備課,1526,未対応,2025年8月8日,出入口付近が草木で見えない,静岡市駿河区東新田４丁目１１,東新田区画３３号線,,,34.94431538,138.3750797
237,2025,駿河道路整備課,1525,完了,2025年8月8日,ハチの巣,静岡市駿河区小坂３丁目,青木小坂線,,2025年8月19日,34.92872152,138.352801
238,2025,清水道路整備課,1439,依頼済,2025年8月8日,側溝蓋の横の道路部分？の隙間にコンクリートを打ってほしい＋側溝蓋の一部をグレーチングと交換してほしい,静岡市清水区北脇26-30付近,北脇１０号線,側溝,,35.01241467,138.4626067
239,2025,葵南道路整備課,1539,依頼済,2025年8月8日,【道路パトロール】ポストコーン損傷,静岡市葵区瀬名一丁目,鳥坂４０号線,,,35.01096239,138.4294741
240,2025,駿河道路整備課,1524,完了,2025年8月8日,側溝の蓋が破損している。,静岡市駿河区小鹿１丁目５１,小鹿富士白住宅１２号線,側溝,2025年8月26日,34.97589258,138.4200176
